x, y, z
0.574417, 0.0978603, 1.40737
0.598859, 0.101743, 1.44526
0.617694, 0.10313, 1.47204
0.629357, 0.104522, 1.50323
0.656286, 0.109133, 1.52092
0.682729, 0.107356, 1.5272
0.721991, 0.103535, 1.53946
0.737191, 0.102685, 1.54543
0.740412, 0.0978155, 1.54583
0.733841, 0.0796425, 1.53676
0.724066, 0.0683596, 1.52639
0.736064, 0.0706119, 1.52849
0.747768, 0.0700529, 1.5356
0.734579, 0.0768331, 1.6572
0.755665, 0.0798195, 1.68171
0.765851, 0.083825, 1.6886
0.776942, 0.0824069, 1.69529
0.79172, 0.0863832, 1.6965
0.814684, 0.0922963, 1.70548
0.829381, 0.0987921, 1.70884
0.839071, 0.101161, 1.71142
0.856713, 0.103325, 1.71512
0.884864, 0.103079, 1.71487
0.908139, 0.10958, 1.70874
0.92687, 0.117653, 1.70433
0.950403, 0.118808, 1.70366
0.971206, 0.119192, 1.69967
1.01729, 0.12439, 1.69422
1.03575, 0.129368, 1.69066
1.07883, 0.140054, 1.68489
1.11726, 0.146435, 1.68079
1.13122, 0.151869, 1.67401
1.15856, 0.155638, 1.67196
1.1769, 0.155024, 1.66048
1.21165, 0.161264, 1.64601
1.23765, 0.160233, 1.64133
1.25769, 0.164575, 1.63603
1.2951, 0.167455, 1.62209
1.32874, 0.170954, 1.61122
1.35545, 0.174494, 1.60193
1.37875, 0.177023, 1.59372
1.41086, 0.181703, 1.57478
1.44614, 0.183895, 1.55931
1.48337, 0.186906, 1.55221
1.53062, 0.191528, 1.5397
1.54883, 0.193191, 1.53231
1.56638, 0.193632, 1.52165
1.58951, 0.197265, 1.51464
1.61996, 0.19865, 1.51162
1.66646, 0.205571, 1.51021
1.70836, 0.208123, 1.51142
1.73803, 0.210595, 1.50954
1.76907, 0.215173, 1.50974
1.82902, 0.223882, 1.50551
1.88343, 0.225014, 1.50693
1.91047, 0.22448, 1.50175
1.92978, 0.224482, 1.49622
1.95299, 0.22489, 1.48491
1.9689, 0.222662, 1.47464
1.98604, 0.220305, 1.46393
2.00064, 0.21866, 1.4569
2.02597, 0.21739, 1.44517
2.0437, 0.216769, 1.43211
2.07416, 0.215057, 1.40774
2.09053, 0.214451, 1.3919
2.10999, 0.214728, 1.36507
2.11332, 0.212321, 1.3544
2.1403, 0.209862, 1.33887
2.18269, 0.203118, 1.30602
2.22281, 0.192047, 1.26532
2.23864, 0.187377, 1.23787
2.24904, 0.182268, 1.2185
2.25666, 0.178977, 1.20573
2.26167, 0.175191, 1.19588
2.26228, 0.172721, 1.18563
2.2678, 0.167785, 1.1767
2.27823, 0.166903, 1.16259
2.2854, 0.162105, 1.14139
2.29796, 0.154513, 1.09699
2.3072, 0.150286, 1.06808
2.31839, 0.148785, 1.03198
2.32583, 0.144756, 1.00515
2.33873, 0.139094, 0.975358
2.34911, 0.129474, 0.951008
2.36346, 0.126942, 0.920813
2.38104, 0.122962, 0.867542
2.39268, 0.126018, 0.847032
2.39975, 0.126311, 0.837291
2.40844, 0.12649, 0.823207
2.41552, 0.126078, 0.811037
2.42418, 0.12498, 0.792754
2.43112, 0.119896, 0.774787
2.44077, 0.122211, 0.740497
2.44667, 0.128294, 0.714175
2.46191, 0.127288, 0.656787
2.47283, 0.125807, 0.610508
2.48263, 0.125604, 0.563795
2.48604, 0.125456, 0.53414
2.51753, 0.129433, 0.466166
2.55301, 0.150451, 0.396894
2.60212, 0.15509, 0.293652
2.63593, 0.159445, 0.226017
2.681, 0.17218, 0.128486
2.71192, 0.189264, 0.027719
2.71775, 0.190623, -0.00770855
2.72171, 0.187852, -0.0314542
2.71343, 0.196812, -0.0725013
2.69432, 0.191673, -0.116523
2.67754, 0.195181, -0.170661
2.66188, 0.200586, -0.217282
2.64734, 0.201402, -0.268778
2.63617, 0.199569, -0.300065
2.61189, 0.196159, -0.334148
2.5925, 0.189867, -0.344429
2.57986, 0.191748, -0.422122
2.56497, 0.196492, -0.507849
2.54128, 0.187692, -0.602077
2.53004, 0.196514, -0.725488
2.53242, 0.204322, -0.815095
2.52786, 0.202694, -0.852504
2.52407, 0.206272, -0.868102
2.50669, 0.207791, -0.892532
2.50353, 0.209092, -0.906925
2.48683, 0.211963, -0.926128
2.48154, 0.215274, -0.941461
2.47108, 0.21943, -0.963982
2.45016, 0.219201, -0.989481
2.43239, 0.222071, -1.01345
2.41707, 0.223306, -1.02419
2.3968, 0.220816, -1.03988
2.37807, 0.220385, -1.04596
2.36686, 0.224014, -1.05789
2.3417, 0.223112, -1.09921
2.31675, 0.221508, -1.14895
2.30549, 0.219682, -1.16467
2.28709, 0.216638, -1.19422
2.27547, 0.214026, -1.21148
2.25, 0.210061, -1.25514
2.2166, 0.214907, -1.30331
2.16278, 0.218317, -1.33706
2.12563, 0.219857, -1.36419
2.10352, 0.220502, -1.37677
2.08917, 0.226411, -1.38596
2.06713, 0.222148, -1.39834
2.0557, 0.226344, -1.40698
2.0401, 0.225084, -1.41274
2.0225, 0.222199, -1.42141
2.00277, 0.217068, -1.43052
1.98362, 0.218967, -1.42991
1.97333, 0.225426, -1.43355
1.95905, 0.222593, -1.43509
1.9321, 0.229311, -1.447
1.91346, 0.233217, -1.45178
1.89238, 0.234297, -1.45727
1.87121, 0.234905, -1.4646
1.838, 0.240251, -1.47399
1.81331, 0.24586, -1.47924
1.78776, 0.242068, -1.47978
1.7664, 0.241525, -1.48515
1.72841, 0.242494, -1.49864
1.70186, 0.24302, -1.50435
1.66271, 0.246937, -1.51644
1.64269, 0.247871, -1.52203
1.62413, 0.248153, -1.53295
1.60094, 0.254962, -1.54418
1.58051, 0.254368, -1.55774
1.55639, 0.257634, -1.55958
1.50833, 0.262713, -1.56892
1.47736, 0.263497, -1.57219
1.42541, 0.269689, -1.57493
1.39057, 0.277282, -1.57626
1.35474, 0.283854, -1.57136
1.33077, 0.290277, -1.56904
1.31175, 0.289329, -1.56811
1.25823, 0.297988, -1.58008
1.20841, 0.305435, -1.59192
1.16202, 0.315674, -1.59914
1.13589, 0.321132, -1.60216
1.10683, 0.324864, -1.60366
1.07128, 0.333433, -1.60657
1.02531, 0.334626, -1.61422
0.99674, 0.340782, -1.61585
0.940428, 0.346972, -1.60816
0.923134, 0.349889, -1.59257
0.912351, 0.350957, -1.58255
0.90603, 0.354903, -1.57529
0.894914, 0.358968, -1.56454
0.883302, 0.361434, -1.55272
0.871513, 0.364685, -1.54117
0.860537, 0.367229, -1.52869
0.849483, 0.369789, -1.51671
0.834402, 0.3721, -1.50472
0.82499, 0.373605, -1.49286
0.807236, 0.3752, -1.4701
0.800535, 0.378077, -1.45509
0.791247, 0.381254, -1.44642
0.770399, 0.38374, -1.41912
0.732776, 0.387606, -1.38299
0.71753, 0.388997, -1.36462
0.695364, 0.395813, -1.34881
0.686535, 0.398135, -1.34078
0.67763, 0.39976, -1.33174
0.67043, 0.400775, -1.32048
0.656727, 0.405985, -1.29574
0.652403, 0.405616, -1.28834
0.647616, 0.401353, -1.26946
0.638259, 0.402309, -1.25294
0.632711, 0.407375, -1.2438
0.63094, 0.409158, -1.23936
0.624723, 0.405576, -1.21312
0.618284, 0.406751, -1.18691
0.615119, 0.40492, -1.17207
0.607781, 0.400334, -1.1481
0.603133, 0.406429, -1.14252
0.603807, 0.408658, -1.14472
0.601844, 0.413817, -1.1473
0.599683, 0.411355, -1.14693
