deltaX,deltaY,deltaZ,delta_alpha,delta_beta,delta_gamma
0.0,0.0,0.0,-0.1027856320142746,0.1069365069270134,0.973712146282196
0.0,0.0,0.0,-0.03043636679649353,-0.14505204558372498,-0.9704177975654602
